ticket_id,std_type,type,type_list,organization,comment,comment_length,photo,photo_after,lng,lat,subdistrict,district,province,province_clean,timestamp,last_activity,state,star,count_reopen,year
2024-HRGMAG,noise,{เสียงรบกวน},['เสียงรบกวน'],"เขตสาทร,ฝ่ายโยธา เขตสาทร",พบไซต์ก่อสร้างอาคาร บริเวณซอยเกอเธ่ ทำงานในวันอาทิตย์ และยังมีงานเสียงดังตั้งแต่ 7โมงเช้า,89,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-10/c6a9d5743e94e26e746fba54aa2775bf18de92c1.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-10/10b802997b6a2721f5cc7254892119c2.png,100.54575,13.72404,ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-10-20 02:34:48.882289+00:00,2024-10-22 02:52:39.114661+00:00,เสร็จสิ้น,5.0,0,2024
2025-GBPDBM,canal,"{คลอง,ทางเท้า}","['คลอง', 'ทางเท้า']","เขตวังทองหลาง,ฝ่ายโยธา เขตวังทองหลาง",ทางเดินเลียบคลองจั่น ฝั่งต.อ  ไปสุดคลองแสนแสบ ผ่านทางเข้าม.อารียา (ฝั่งเขตวังทองหลาง)  แต่ม.อารียาปิดประตูเหล็กกั้นล็อคเดินผ่านทางสาธารณะริมคลองไปสุดคลองแสนแสบไม่ได้ ให้ดำเนินการแก้ไขให้เปิดทางให้ด้วย,200,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-01/e84adcc2872ec1ec24dc3b66c197eb37f67940cc.jpg,,100.62985,13.7669,พลับพลา,วังทองหลาง,กรุงเทพมหานคร,กรุงเทพมหานคร,2025-01-14 02:29:00.709825+00:00,2025-01-14 05:16:41.174338+00:00,กำลังดำเนินการ,,0,2025
2024-M38DDZ,safety,"{ต้นไม้,ความปลอดภัย}","['ต้นไม้', 'ความปลอดภัย']","เขตสะพานสูง,ฝ่ายเทศกิจ เขตสะพานสูง","ป้ายโฆษณาและต้นไม้บดบังทัศนวิสัย

เวลาจะออกจากซอยมองรถที่สวนมาไม่เห็น เป็นเหตุให้เกิดอุบัติเหตุได้  

ตำแหน่ง กรุงเทพกรีฑาซอย 20 แยก 2/1",136,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-03/f7617fca0dba060874d185073bd74a2b969b8184.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-03/9fd328c084cb235c3bfad68beba8a7f1.png,100.68222,13.73987,สะพานสูง,สะพานสูง,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-03-17 10:43:44.783227+00:00,2024-05-27 10:05:04.493967+00:00,เสร็จสิ้น,4.0,0,2024
RA7ZJA,road,"{ถนน,ความสะอาด}","['ถนน', 'ความสะอาด']","เขตประเวศ,สำนักสิ่งแวดล้อม กทม.,กองกำจัดมูลฝอย สำนักสิ่งแวดล้อม,ศูนย์กำจัดมูลฝอยอ่อนนุช กกฝ. สสล.","ปัญหา: โรงกำจัดขยะอ่อนนุช เมื่อนำขยะไปทิ้ง ต้องใช้เวลานานในการรอคิวเทขยะ และยังพบว่ามีการเปิดให้บริการเพียงโรงขยะเดียว แต่อีกสองที่ไม่เปิดให้บริการ ทำให้ต้องเสียเวลาในการรอคิวเป็นอย่างมาก
ซอย: อ่อนนุช 86
ถนน: สุขุมวิท 77
เขต: ประเวศ
#1555",239,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-08/a00dc208524ca261717f7f6245405301.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-08/76c27959a72ac6dd623456f7e51450c7.jpg,100.68463,13.71365,ประเวศ,ประเวศ,จังหวัดกรุงเทพมหานคร,กรุงเทพมหานคร,2024-08-03 03:39:46.923622+00:00,2024-08-19 05:37:03.090810+00:00,เสร็จสิ้น,,0,2024
2025-D2YURM,road,{ทางเท้า},['ทางเท้า'],"เขตพระนคร,ฝ่ายเทศกิจ เขตพระนคร",ช่วงประมาณบ่าย 4-5โมงเย็น จะมีคนมาขายของบนฟุตบาทในซอยดำเนินกลางใต้ทุกวัน,72,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-01/a389fc02aa620fbc35f6d694277930e7e19d1049.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-01/0a66c385978e3ae4635727e17e1b01ff.png,100.49795,13.757,บวรนิเวศ,พระนคร,กรุงเทพมหานคร,กรุงเทพมหานคร,2025-01-13 05:33:18.677591+00:00,2025-01-15 12:38:29.449588+00:00,กำลังดำเนินการ,5.0,1,2025
2024-4FBWWL,noise,"{ร้องเรียน,ถนน}","['ร้องเรียน', 'ถนน']","เขตราษฎร์บูรณะ,ฝ่ายเทศกิจ เขตราษฎร์บูรณะ",ต่อผ้าใบกันสาดออกมาถึง 3 ช่วง เวลาคนซื้อของก็ล้ำออกมาขวางถนนเกือบเต็มเลน หลังอื่นยังต่อไม่น่าเกลียดขนาดนี้ ร้องเรียนไปก็ไม่เห็นมีการแก้ไขอะไร เจ้าหน้าที่เพิกเฉยไปเปล่า,167,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-09/232492fabd8345b0596e94597dfdf649f4a3cfd6.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-10/31b4343fc171872fa5e458a3eb521939.png,100.504,13.65914,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-09-28 03:19:37.970489+00:00,2024-10-04 15:14:20.440955+00:00,เสร็จสิ้น,5.0,0,2024
2024-7GHWVT,road,{ทางเท้า},['ทางเท้า'],"เขตจตุจักร,ฝ่ายเทศกิจ เขตจตุจักร",มอไซด์วิ่งทางเท้า,17,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-02/18aa779fa9c14bbf8c0559849af246f1b13ac55c.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-02/1707376469282.jpeg,100.58281,13.85235,ลาดยาว,จตุจักร,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-02-06 05:06:04.177454+00:00,2024-02-08 07:14:30.353385+00:00,เสร็จสิ้น,3.0,0,2024
2024-P34QC8,road,{ถนน},['ถนน'],"เขตพระโขนง,ฝ่ายโยธา เขตพระโขนง",ถนนเป็นหลุมเป็นบ่อ,18,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-11/6580a83656cabbb9e31f510e3ab3946b9d955af9.jpg,,100.61251,13.70188,บางจาก,พระโขนง,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-11-13 00:12:29.442389+00:00,2024-11-21 06:21:02.576306+00:00,กำลังดำเนินการ,,0,2024
2024-NCUPEK,unknown,{},['unknown'],"เขตวัฒนา,สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200)",สายอะไรห้อยลงมา โดนรถตู้ที่ผ่านไปมา เกือบจะโดนรถเก๋งอยู่แล้ว เคยแจ้งไปแล้ว เขตไม่ทำอะไรเลย,90,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-04/73e6307fdcf370389635d4903b934fdd3fb21ff8.jpg,,100.55093,13.74282,คลองเตยเหนือ,วัฒนา,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-04-11 09:26:08.372510+00:00,2024-04-11 10:02:12.819446+00:00,กำลังดำเนินการ,,0,2024
JEAP49,flood,"{น้ำท่วม,ท่อระบายน้ำ,ถนน}","['น้ำท่วม', 'ท่อระบายน้ำ', 'ถนน']","เขตบึงกุ่ม,ฝ่ายโยธา เขตบึงกุ่ม,ศูนย์ควบคุมระบบป้องกันน้ำท่วม กทม.","ปัญหา: ทาวเฮ้าส์เลขที่ 77/440 พบมีน้ำท่วมขัง น้ำไม่สามารถระบายออกสู่ท่อระบายน้ำด้านนอกบ้านได้ ซึ่งบริเวณรอบนอกตัวบ้านน้ำได้ลดระดับลงแล้ว แต่ในบ้านยังมีน้ำท่วมขัง และปัจจุบันฝนหยุดตกแล้ว 
บ้านเลขที่: 77/440
ซอย: นวมินทร์ 75 แยก 21-2-5
ถนน: นวมินทร์
จุดสังเกต: ท้ายซอย ฝั่งขวามือ
เขต: บึงกุ่ม
#1555",297,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-08/65f5c5ede0c2127ccfceaa2053b2769a.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-08/4e0cd610e097511bfba620899f362c0d.jpg,100.64667,13.79172,นวมินทร์,บึงกุ่ม,จังหวัดกรุงเทพมหานคร,กรุงเทพมหานคร,2024-08-20 01:43:12.228174+00:00,2024-08-23 00:44:24.750917+00:00,เสร็จสิ้น,,0,2024
2024-4L3LHP,unknown,{},['unknown'],"เขตคลองสาน,สน.พลับพลาไชย 2,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กรมเจ้าท่า (Marine Department),กองบังคับการตำรวจนครบาล 6 (บก.น.6)",จุดพลุสร้างความเดือดร้อนรำคาญอย่างต่อเนื่องครั้งที่2 วันที่22มค.67 เวลา20.30-20.35น. จากกลางแม่น้ำเจ้าพระยาคาดว่าในเขตคลองสานจุดเดิมๆ,133,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-01/dddf4ca77573560ebdf4979928f11e42cec96111.jpg,,100.51324,13.73245,ตลาดน้อย,สัมพันธวงศ์,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-01-22 14:07:43.408203+00:00,2024-01-25 08:02:21.237805+00:00,กำลังดำเนินการ,,0,2024
2024-949RVM,cleaning,{ความสะอาด},['ความสะอาด'],"เขตสะพานสูง,ฝ่ายรักษาความสะอาดฯ เขตสะพานสูง",ขยะ,3,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-01/7993fb4aed3656d84adbf79cfb6824f5f3e4a438.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-01/1706333489856.jpeg,100.70749,13.76997,สะพานสูง,สะพานสูง,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-01-21 07:57:53.566656+00:00,2024-01-27 05:47:04.835620+00:00,เสร็จสิ้น,,0,2024
2024-48EQYZ,road,{ถนน},['ถนน'],"เขตสะพานสูง,ฝ่ายโยธา เขตสะพานสูง,การไฟฟ้านครหลวง เขตลาดกระบัง,การไฟฟ้านครหลวง MEA,Bangkok Smart Lighting (สำนักการโยธา กทม.)",ไฟสว่างถนนในหมู่บ้านขาดสองหลอดเสาที่ต้นที่ง4กับง5 ขาดมาหลายอาทิตย์แล้ว,70,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-10/a469570958fb5b72ab93beb9784dc602544b549d.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-01/57b40e3a111c442fe0240f1cedcf7592.png,100.68531,13.75607,สะพานสูง,สะพานสูง,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-10-17 13:37:50.600250+00:00,2025-01-05 16:20:12.988583+00:00,เสร็จสิ้น,5.0,0,2024
2024-7A3Y8Y,safety,"{ความปลอดภัย,ร้องเรียน}","['ความปลอดภัย', 'ร้องเรียน']","เขตวัฒนา,สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.),กองระบบเทคโนโลยีจราจร กทจ.สจส. กทม.,กลุ่มงานเทคโนโลยีจราจร 2 กทจ.สจส. กทม.",กล้องวงจรปิดของกทม.ดูเหมือนจะใช้การไม่ได้ ไม่มีภาพ เพราะเมื่อวานขอคลิปเพราะเกิดอุบัติเหตุไป แจ้งเรื่องไปแล้ว ส่งข้อมูลมาว่าไม่รูปภาพ หรือรูปภาพขาดตอน,149,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-07/316318872c8843715a79bb33d57e1c6fcbe832b5.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-07/b26fba65b25d106000aee1a7cadef8d7.png,100.59595,13.72403,พระโขนงเหนือ,วัฒนา,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-07-05 03:11:08.867450+00:00,2024-07-06 04:38:48.524821+00:00,เสร็จสิ้น,5.0,0,2024
RTA68B,cleaning,"{ความสะอาด,ถนน,ต้นไม้}","['ความสะอาด', 'ถนน', 'ต้นไม้']","เขตบางบอน,ฝ่ายเทศกิจ เขตบางบอน,ฝ่ายรักษาความสะอาดฯ เขตบางบอน","ปัญหา: บ้านเลขที่ 22 ( บ้านผู้ร้อง ) มีต้นโพธิ์ใหญ่จากบ้านที่อยู่ติดกัน แผ่กิ่งก้านล้ำเข้ามาภายในบ้านผู้ร้อง 
ซึ่งต้นไม้ต้นนี้เจ้าของอยู่ต่างประเทศ ผู้ร้องต้องตัดแต่งไม้เองตลอด จึงขอให้เจ้าหน้าที่สำนักงานเขตบางบอนโดยฝ่ายรักษาความสะอาด ติดต่อเป็นคนกลางคุยกับผู้ดูแลบ้าน ให้ดำเนินการตัดแต่งต้นไม้
ซอย: บางขุนเทียน 10
ถนน: บางขุนเทียน
จุดสังเกต: เข้าซอยดังกล่าวประมาณ 200 เมตร อยู่ขวามือ
เขต: บางบอน
#1555",403,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-05/515c17816530680855f0e0e1d497079b.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-06/2fb65951937dcfcf0415ed49f2648359.png,100.42699,13.66575,คลองบางบอน,บางบอน,จังหวัดกรุงเทพมหานคร,กรุงเทพมหานคร,2024-05-27 04:59:30.627647+00:00,2024-06-14 02:58:28.484605+00:00,เสร็จสิ้น,,0,2024
2024-HA3PZK,lighting,{สายไฟ},['สายไฟ'],"เขตบางพลัด,สำนักงาน กสทช. (สายสื่อสาร)",ไม่แน่ใจคือสายสื่อสารหรือสายไฟฟ้าโผล่ออกมาจากเสา อาจเกิดอันตรายได้.......รบกวนกรุงเทพมหานครตรวจสอบและส่งต่อหน่วยงานที่เกี่ยวข้องด้วยครับ,136,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-08/90a0aba1c45bc43caaf84e1978c1cf7c126b5ad6.jpg,,100.50773,13.79647,บางอ้อ,บางพลัด,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-08-20 04:19:17.968918+00:00,2024-09-26 13:37:25.473859+00:00,กำลังดำเนินการ,,0,2024
2024-77N8N6,road,"{กีดขวาง,ถนน}","['กีดขวาง', 'ถนน']","เขตภาษีเจริญ,สน.ภาษีเจริญ,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 9 (บก.น.9)","1. รถที่มาจากถนนเพชรเกษม เลี้ยวซ้ายเข้า ถนนราชพฤกษ์ เจอ taxi จอดเรียงกัน จนปิดทาง เลี้ยวไม่ได้ ตั้งหักไปอีกเลน ซึ่งอีกเลนเป็นเลนตรง ไม่ใช่เลนเลี้ยว

2. ตรงประตูทางออก bts บางหว้า ถนนราชพฤกษ์ มีรถบ้าน มาจอดรอรับ  ไม่ขยับไปไหน ขวางทางจราจรถึง 2 เลน  ทำให้รถที่แวะรับบางคันต้องแวะรับเลน 3  
และ ขวางทางการจราจร สำหรับผู้ใช้ถนน มาก",327,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-06/7f1b1d83b6fd06d6ba0105b0ba3b3a62b3fb44ab.jpg,,100.45777,13.72174,ปากคลองภาษีเจริญ,ภาษีเจริญ,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-06-06 09:34:14.293997+00:00,2024-07-08 03:53:25.135022+00:00,กำลังดำเนินการ,,0,2024
7ZBA43,animal,"{สัตว์จรจัด,ถนน}","['สัตว์จรจัด', 'ถนน']","เขตหนองแขม,ฝ่ายสิ่งแวดล้อมฯ เขตหนองแขม","ปัญหา: บ้านเลขที่ 45/108 พบแมวจรจัด เข้ามาอาศัยอยู่ภายในบ้าน พบมาประมาณ 2 สัปดาห์แล้ว
หมู่บ้าน: พงษ์ศิริชัย 4 (ซอย 4)
ซอย: เพชรเกษม 81
ถนน: เพชรเกษม
จุดสังเกต: เข้าซอยดังกล่าวไป จะพบบ้านดังกล่าว อยู่ซ้ายมือ เป็นบ้านหลังที่มีเทอร์เรซสีเหลืองยื่นออกมา
เขต: หนองแขม
#1555",269,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-01/8a3f7a2df172fb639485dead0e6701b4.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-01/d3d4c1d07bdef0b9d5932a6625169799.jpg,100.33615,13.69654,หนองค้างพลู,หนองแขม,จังหวัดกรุงเทพมหานคร,กรุงเทพมหานคร,2025-01-10 07:48:52.727457+00:00,2025-01-14 09:17:21.935431+00:00,เสร็จสิ้น,,0,2025
2024-KXWY3G,road,{กีดขวาง},['กีดขวาง'],"เขตปทุมวัน,ฝ่ายเทศกิจ เขตปทุมวัน,ฝ่ายปกครอง เขตปทุมวัน",เขตปทุมวัน นำรั้วมากั้น ห้ามจอดรถ,33,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-06/3b5db34c50a7ca51c99db863d44c719a1e99940e.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-09/fac33714b0d111bd76c59a22f3551e20.jpg,100.52229,13.74496,รองเมือง,ปทุมวัน,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-06-08 17:55:46.054781+00:00,2024-09-05 03:22:06.199793+00:00,เสร็จสิ้น,,0,2024
UHGBZW,road,"{ถนน,ความสะอาด}","['ถนน', 'ความสะอาด']","เขตบางกะปิ,ฝ่ายรักษาความสะอาดฯ เขตบางกะปิ","ปัญหา: ตั้งแต่ก่อนเทศกาลวันลอยกระทง ได้ติดต่อฝ่ายรักษาความสะอาด สำนักงานเขตบางกะปิ เพื่อดูดสิ่งปฏิกูล ที่หมายเลข 02-377-5498 พบว่าไม่สามารถติดต่อได้ จึงขอให้หน่วยงานมีการปรับปรุงการให้บริการด้วย
ถนน: ลาดพร้าว
เขต: บางกะปิ
#1555",228,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-11/5de1c47cb7f7c238fd293061772efbce.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-12/404f5d4ab9823d11398e6a3e0ad65920.jpg,100.64745,13.76581,คลองจั่น,บางกะปิ,จังหวัดกรุงเทพมหานคร,กรุงเทพมหานคร,2024-11-18 07:58:13.238753+00:00,2024-12-06 09:54:37.550898+00:00,เสร็จสิ้น,,0,2024
2024-K3MTFT,unknown,{},['unknown'],"เขตจตุจักร,สำนักสิ่งแวดล้อม กทม.,กรมการขนส่งทางบก","ปัญหารถ10ล้อ 
1)ควันดำ
2)ดัดแปลงท่อไอเสียออก ซ้ายขวา ผิดกฎกรมการขนส่งทางบก",74,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-03/2ebb48d8962c221ec32a843f5b5b6fc54aeae3db.jpg,,100.54473,13.79746,จตุจักร,จตุจักร,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-03-18 03:35:13.201359+00:00,2024-03-18 06:11:53.387009+00:00,กำลังดำเนินการ,,0,2024
2024-MKU6D7,road,"{ทางเท้า,ความปลอดภัย}","['ทางเท้า', 'ความปลอดภัย']","เขตบางแค,สำนักการโยธา กทม.,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.),กองแผนงานและประสานสาธารณูปโภค สำนักการโยธา (กผภ.สนย.) กทม.,ศูนย์ก่อสร้างและบูรณะถนน 1 ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)","ค่ารักษาพยาบาลที่เกิดอุบัติเหตุขึ้นจากฟุตบาทแตกจพนวน9,600 บาท",61,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-02/63b37bbad45f64081ba0d7b86458445dd51cfa97.jpg,,100.42308,13.71189,บางแค,บางแค,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-02-21 05:56:18.542036+00:00,2024-03-15 07:16:23.380333+00:00,กำลังดำเนินการ,,0,2024
K7WJG9,cleaning,"{ความสะอาด,ป้าย,ถนน}","['ความสะอาด', 'ป้าย', 'ถนน']","เขตลาดพร้าว,ฝ่ายรักษาความสะอาดฯ เขตลาดพร้าว","ปัญหา: บริเวณปากซอยดังกล่าว พบเจ้าหน้าที่เก็บขยะไม่เข้ามาเก็บขยะ มาเป็นระยะเวลา 1 สัปดาห์- 2 สัปดาห์ ทำให้บริเวณดังกล่าวมีขยะตกค้างจำนวนมาก
ซอย: ประเสริฐมนูกิจ 6
ถนน: ประเสริฐมนูกิจ 
จุดสังเกต: ป้ายรอรถโดยสารประจำทาง หน้า บริษัท ดิเอลฟ์ (ไทยแลนด์) จำกัด
เขต: ลาดพร้าว
#1555",274,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-02/1708429436079.jpeg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-02/1708507243136.jpeg,100.59402,13.8417,จรเข้บัว,ลาดพร้าว,จังหวัดกรุงเทพมหานคร,กรุงเทพมหานคร,2024-02-20 11:43:57.851818+00:00,2024-02-21 09:20:44.625598+00:00,เสร็จสิ้น,,0,2024
2024-XA289Q,noise,{ร้องเรียน},['ร้องเรียน'],"เขตราษฎร์บูรณะ,สน.ราษฎร์บูรณะ,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 8 (บก.น.8)",เช้าๆรถชอบติดเพราะกระบะคันนี้จอดขวางครึ่งทางรบกวนช่วยดำเนินการทีครับประชาชนเดือดร้อนมากทุกเช้าและเย็น,101,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-09/cac07f8019adce85f0c41d85e0166de6a5e0bcbe.jpg,,100.48409,13.67224,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-09-19 19:46:02.666162+00:00,2024-09-19 21:23:14.093183+00:00,กำลังดำเนินการ,,0,2024
2024-G94X8D,unknown,{},['unknown'],"เขตจตุจักร,ฝ่ายเทศกิจ เขตจตุจักร",ให้ขายริมอาคาร ขึ้นไปบนขอบทางบนพื้นฐานนะครับ ถ้าไม่ยอมทำ จะแจ้ง fondue ให้จับทุกวัน เพราะผ่านทุกวัย,99,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-02/ab4d8a97aa5490e4ee0aab8cbf1fb3bb8a3f7288.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-02/1707537261122.jpeg,100.58161,13.85046,ลาดยาว,จตุจักร,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-02-07 11:24:20.275611+00:00,2024-02-12 10:08:10.658996+00:00,เสร็จสิ้น,5.0,0,2024
2024-M692R2,road,{สะพาน},['สะพาน'],"เทศบาลตำบลศาลากลาง จ.นนทบุรี,เขตทวีวัฒนา,อบจ.นนทบุรี",ขอให้เพิ่มหรือขยายสะพานข้ามคลองมหาสวัสดิ์ ซอยศาลาธรรมสพ 48 เนื่องจากรภติดมากก,77,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-11/ac0ceebd6a4a1b1bc9e04c373b2d191ba4777719.jpg,,100.35608,13.80226,ศาลาธรรมสพน์,ทวีวัฒนา,กรุงเทพมหานคร,กรุงเทพมหานคร,2024-11-30 03:32:15.910364+00:00,2024-12-03 02:36:02.619027+00:00,กำลังดำเนินการ,,0,2024
2025-8DQG8M,road,{กีดขวาง},['กีดขวาง'],"เขตบางแค,สน.หลักสอง,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 9 (บก.น.9)",กีดขวางทางเลี้ยว แจ้งหลายรอบแล้วเหมือนเดิม,42,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-01/3db4cacda814b053d2627975530b7fedc04bc242.jpg,,100.40645,13.72657,บางแคเหนือ,บางแค,กรุงเทพมหานคร,กรุงเทพมหานคร,2025-01-06 02:55:20.432471+00:00,2025-01-06 06:48:50.786835+00:00,กำลังดำเนินการ,,0,2025
