ticket_id,std_type,district,subdistrict,province_clean,urgency,comment,comment_length,day_of_week,hour_of_day,day,month,year,lng,lat,SLA_days
2024-GC42LQ,safety,คลองสาน,คลองต้นไทร,กรุงเทพมหานคร,high,โป๊ะเรือชำรุด มีน้ำรั่วเข้าด้านในโป๊ะ รบกวนตรวจสอบด้วยครับ เกรงว่าจะเกินอันตราย ต่อเด็กและประชาชน ซอยเจริญนคร 7 (มัสยิดสุวรรณภูมิ),130,2,8,21,8,2024,100.51188,13.72484,14.08306067712731
2024-79XQXA,road,บางพลัด,บางบำหรุ,กรุงเทพมหานคร,high,อยุ่เหมือนเดิมที่เดิม ขี้ เยี่ยว กินเหล้า เหมือนเดิม,52,6,12,14,1,2024,100.48729,13.78002,12.46195016349537
2024-8KBF62,noise,บางบอน,บางบอนใต้,กรุงเทพมหานคร,mid,ขอแจ้งเรื่องเดิมเป็นครั้งที่2 เรื่องห้องอาบน้ำชายที่ไม่สามารถใช้งานได้ และใช้ไม่ได้มานานแล้ว ทุกอย่างยังนิ่งเหมือนเดิมครับ ติดที่หน่วยงานเดียวคือ 'การประปา' อยากให้ผู้มีอำนาจช่วยกระตุ้นเตือนหน่วยงานนี้ด้วยครับ ขอบคุณครับ,220,1,10,15,10,2024,100.39644,13.64449,28.791555815460676
2024-7WNK4M,road,สายไหม,สายไหม,กรุงเทพมหานคร,high,ถนนและฟุตบาลชำรุดเป็นหลุมขนาดกว้างและฟุตบาทเป็นหลุมใหญ่,55,0,23,30,9,2024,100.62301,13.9479,12.46195016349537
YRND8V,cleaning,สะพานสูง,สะพานสูง,กรุงเทพมหานคร,mid,"ปัญหา: ปากซอยดังกล่าว เลนขวาสุด บริเวณไซต์งานก่อสร้างรถไฟฟ้า พบมีน้ำไหลลงมาบนผิวการจราจรด้านล่าง เป็นจำนวนมาก ทำให้ผิวการจราจรลื่น เกรงอาจเป็นอันตรายกับรถที่สัญจรผ่านไป-มา

หมายเหตุ ศูนย์กทม.1555 โทรประสานสำนักงานเขตสะพานสูง ฝ่ายรักษาความสะอาดและสวนสาธารณะ หมายเลข  023722918 เจ้าหน้าที่คุณสถาพร รับเรื่องประสานแจ้งหัวหน้างานให้ เมื่อวันที่  2/4/2024 เวลา  10:09:16  (ธิดารัตน์/ประสาน)
ซอย: รามคำแหง 140
ถนน: รามคำแหง
เขต: สะพานสูง
#1555",438,1,3,2,4,2024,100.68874,13.7848,11.866649166648148
2024-CBGWUQ,unknown,ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร,low,รถฟันดำมากดำตลอดเวลาทะเบียนกรุงเทพมหานคร,40,3,10,17,10,2024,100.7424,13.72215,90.06795582402778
2024-BCW9ND,road,บางนา,บางนาใต้,กรุงเทพมหานคร,high,ทางเท้าเเตกขรุขระหยุบ,21,4,4,14,6,2024,100.6053,13.66156,12.46195016349537
2024-3P9K6X,unknown,วังทองหลาง,พลับพลา,กรุงเทพมหานคร,low,"เรื่อง 2023-9PCGQR ยังไม่ได้รับการแก้ไข
ไม่มีความคืบหน้า",56,5,3,13,1,2024,100.62241,13.77745,90.06795582402778
2024-GE4TQV,animal,บางนา,บางนาเหนือ,กรุงเทพมหานคร,low,มีคนให้ข้าวหมาแล้วหมาดุไล่เห่ากัดคนและสัตว์ หมาอยู่แฟลต7 ตัวสีดำ,64,2,2,11,12,2024,100.6403,13.6615,72.86693309369213
NJE796,road,บางกะปิ,คลองจั่น,กรุงเทพมหานคร,high,"ปัญหา: บริเวณถนนในซอยดังกล่าว มีการขุดเจาะถนนเสียงดังทั้งคืน พบเห็นมา1สัปดาห์แล้ว ทำให้ประชาชนไม่สามารถพักผ่อนได้

ซอย: โพธิ์แก้ว 3
ถนน: โพธิ์แก้ว
เขต: บางกะปิ
#1555",166,3,16,8,2,2024,100.63254,13.80514,12.46195016349537
2024-NXDWVT,unknown,ดุสิต,สี่แยกมหานาค,กรุงเทพมหานคร,low,มีเหล็กมาวางไว้กั้น,19,0,1,24,6,2024,100.51876,13.75582,90.06795582402778
2025-8XCKA4,road,ธนบุรี,ดาวคะนอง,กรุงเทพมหานคร,high,รถติดมากเนื่องจากมีการก่อสร้างและไม่มีเจ้าหน้าที่มาคอยดูแล,58,1,23,7,1,2025,100.4828,13.69802,12.46195016349537
2024-DMG2WB,road,ห้วยขวาง,บางกะปิ,กรุงเทพมหานคร,high,"งงสัญญาณและป้ายตรงนี้มากค่ะ รบกวนขอคำอธิบายได้ไหมคะ สรุปเลี้ยวซ้ายผ่านตลอดหรือรอสัญญาณไฟ
หรือแค่เลนซ้ายสุดเลี้ยวซ้ายผ่านตลอดไม่ต้องดูสัญญาณไฟคะ ไม่อยากทำผิดกฎจราจรโดนตำรวจจับ/ปรับค่ะ รบกวนด้วยค่ะ",195,6,8,15,12,2024,100.59137,13.74308,12.46195016349537
2024-DEYFKZ,road,สัมพันธวงศ์,สัมพันธวงศ์,กรุงเทพมหานคร,high,ตุ๊กตุ๊ก แท๊กซี้จอด 2ช่องทางจราจร,33,2,14,8,5,2024,100.51106,13.73962,12.46195016349537
2024-7MFR67,road,พระโขนง,บางจาก,กรุงเทพมหานคร,high,ป้ายเก่าที่แยกนี้หัก ยังไม่มีป้ายใหม่ตรงแยก 4 ต้องการให้นำป้ายใหม่มาติด,71,1,5,10,9,2024,100.6043,13.69521,12.46195016349537
2024-GEQVFB,unknown,ปทุมวัน,ลุมพินี,กรุงเทพมหานคร,low,brail block สีเหลืองตรงนี้เข้าไปชนเสาไฟฟ้าเลยครับ ต้องทำตัวเตือนที่เป็นปุ่มๆเพื่อที่คนพิการรู้ว่าข้างหน้ามีอุปสรรค,114,4,9,9,8,2024,100.5436,13.743,90.06795582402778
2024-KGB26P,lighting,พญาไท,สามเสนใน,กรุงเทพมหานคร,high,ไฟส่องสว่าง ใต้ทางด่วนเสีย,26,4,10,24,5,2024,100.53392,13.77104,73.68319893052893
3V3EJT,road,ดอนเมือง,สนามบิน,กรุงเทพมหานคร,high,"ปัญหา: ภายในซอยดังกล่าว พบมีน้ำท่วมขัง เนื่องจากฝนตกหนัก ปัจจุบันเวลา 18.15 น. ฝนยังคงตกอยู่จึงขอให้เจ้าหน้าที่เข้ามาเปิดประตูระบายน้ำ
ซอย: วิภาวดีรังสิต 43/1
ถนน: วิภาวดีรังสิต
เขต: ดอนเมือง
#1555",198,4,11,20,9,2024,100.61538,13.94526,12.46195016349537
2024-C39KGL,road,ตลิ่งชัน,ฉิมพลี,กรุงเทพมหานคร,high,"ขอให้ซ่อมแซมพื้นที่ถนนเนื่องจากมีหลุมขนาดใหญ่ และผิวถนนไม่เรียบ บริเวณทางลงทางกลับรถมาจากบางแคมุ่งหน้ามาถนนฉิมพลี ออกถนนสวนผัก
แจ้งหลายรอบไม่ได้รับการปรับปรุงแก้ไข",163,1,5,12,11,2024,100.41215,13.79982,12.46195016349537
2024-A9XG9D,safety,บางซื่อ,วงศ์สว่าง,กรุงเทพมหานคร,high,ขอให้ดำเนินการแก้ไขปัญหาสายไฟอยู่ต่ำไม่เป็นระเบียบจนอันตราย ภายในชุมชนวัดเสาหิน ถนนวงศ์สว่าง เนื่องจากมีสายไฟอยู่ในระดับศีรษะและเสาที่ไม่มั่นคงแข็งแรง ซึ่งอาจเกิดอันตรายได้ ขอให้เร่งดำเนินการแก้ไขเพื่อความปลอดภัยของประชาชน,222,4,11,9,2,2024,100.51867,13.81702,14.08306067712731
2024-BMVU9R,road,คลองเตย,คลองตัน,กรุงเทพมหานคร,high,30/5/67 สภาพทางเท้าครับ สนย….,29,3,3,30,5,2024,100.55496,13.74103,12.46195016349537
2025-8FBW7L,lighting,บางแค,บางแคเหนือ,กรุงเทพมหานคร,high,ไฟส่องสว่างดับ,14,3,2,16,1,2025,100.37401,13.72276,73.68319893052893
2024-MA6WPN,road,จอมทอง,บางมด,กรุงเทพมหานคร,high,มีรถจอดเสียอยู่เป็นอาทิตย์แล้ว แต่ไม่มีการเคลื่อนย้าย ทำให้กีดขวางการจราจรเป็นอย่างมาก,86,1,10,23,7,2024,100.4715,13.67969,12.46195016349537
2024-7HMDME,noise,ดินแดง,ดินแดง,กรุงเทพมหานคร,mid,ในซ.จิ๊ปดำริห์หน้าร้านซักอบผ้า ไฟข้างทางไม่ติดค่ะ อยากให้ช่วยมาเปลี่ยนไฟให้สว่างค่ะ,83,3,18,24,10,2024,100.57032,13.79099,28.791555815460676
2024-43R9A9,road,วัฒนา,พระโขนงเหนือ,กรุงเทพมหานคร,high,"อยากให้ยกเลิกเครื่องกั้นจุดปลอดภัยกลางเลนถนนตรงปากซอยปรีดีพนมยงค์3 เนื่องจากเป็นทางที่ประชาชนใช้สัญจรเป็นจำนวนมากในการไปขึ้น-ลงรถไฟฟ้าBTSพระโขนง ซึ้งบริเวณดังกล่าวมีชุมชนสุเหร่าบางบะเขือและถนนสุขุมวิท71ทั้งเส้นที่ประชาชนจะต้องใช้ซอยปรีดีฯ3เป็นเส้นทางไปขึ้นBTS เมื่อปิดตรงจุดเข้าซอยดังกล่าวทำให้ชาวบ้านเดือดร้อนเป็นจำนวนมากและก็ทำให้รถยนต์ติดอีกเนื่องจากรถที่ไปเข้าซอย3ก็ต้องย้อนเลนส์ขึ้นไปซึ่งอัตรายมากฯจึงอยากร้องเรียนให้หน่วยงานที่รับผิดชอบช่วยเหลือชาวบ้านหน่อยครับคือให้เอาที่กั้นที่ว่าออกเพื่อที่รถจักรยานยนต์จะได้เลี้ยวเข้าได้เพื่อหลีกเหลี่ยงอุบัติเหตุที่จะเกิดขึ้นซึ่งไม่อาจจะประเมินค่าชีวิตและทรัพย์สินได้นะครับ
ขอขอบคุณมา ณ",631,1,3,26,3,2024,100.5948,13.71479,12.46195016349537
2024-G7FMBG,road,วัฒนา,พระโขนงเหนือ,กรุงเทพมหานคร,high,รบกวน กสทช สั่ง ผู้รับเหมาช่วงผู้ให้บริการโทรคมนาคม เก็บสายสื่อสาร ไม่ให้เป็นอันตราย ต่อ ผู้สัญจรทางเท้า,104,2,8,8,5,2024,100.59477,13.71514,12.46195016349537
2024-MCWZVD,road,คลองเตย,คลองเตย,กรุงเทพมหานคร,high,มี แผ่นเหล็กและหลุมขนาดใหญ่ พื้นถนนไม่เรียบ,43,5,11,4,5,2024,100.56711,13.71901,12.46195016349537
2024-BVKC9L,road,ปทุมวัน,ลุมพินี,กรุงเทพมหานคร,high,ทางเท้ากระเบื้องทางเท้าแตกขรุขระ ไม่ทราบว่ามีการซ่อมทางเท้าเกาะกลางด้วยหรือไม่ สภาพทรุดโทรมมาก,94,5,8,24,8,2024,100.53874,13.73438,12.46195016349537
2024-KHH9ZN,road,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,high,ฟุตบาทเต็มไปด้วยวัชพืชรกเต็มไปหมด รบกวนตรวจสอบเจ้าหน้าที่ผู้รับผิดชอบและดำเนินการแก้ไขให้ด้วยครับ ขอบคุณครับ,108,6,5,14,7,2024,100.54226,13.81159,12.46195016349537
8PZ3GX,safety,ธนบุรี,สำเหร่,กรุงเทพมหานคร,high,"ปัญหา: ภายในซอยดังกล่าว พบมีอุบัติเหตุและเป็นต้นเหตุของความเสียหายได้ในอนาคต หากไม่มีคันชะลอความเร็ว จึงขอให้ติดตั้งคันชะลอความเร็ว (ลูกระนาด) เพื่อลดความเร็ว ซึ่งปัญหานี้ได้เคยแจ้งทางไลน์ Traffy Fondue แล้ว แต่ปัญหายังไม่ได้รับการแก้ไข และขอให้ปรับปรุงทำงานของเจ้าหน้าที่ฝ่ายต่างๆทุกฝ่าย ในการทำงานให้ดีและรวดเร็วยิ่งขึ้น ไม่ใช่ต้องไปทำประชาวิจารณ์และค่อยดำเนินการต่างๆ ซึ่งมีความล่าช้ามาก และระบบTraffy Fondue ทำงานล่าช้าทำให้เรื่องตกค้างไม่สามารถติดตามผลได้
ซอย: สมเด็จพระเจ้าตากสิน 21
ถนน: สมเด็จพระเจ้าตากสิน 
เขต: ธนบุรี
#1555",533,0,7,1,7,2024,100.48828,13.71192,14.08306067712731
MXH4NA,road,บางเขน,อนุสาวรีย์,กรุงเทพมหานคร,high,"ปัญหา: เรื่องเดิม บริเวณถนนดังกล่าว ฝั่งขาเข้า (มีนบุรี) ช่วง กม.2- กม.9 เลยห้างสรรพสินค้าเซ็นทรัล รามอินทรา พบพื้นผิวถนนชำรุด ไม่เรียบเสมอกัน มีลักษณะเป็นคลื่น อ้างอิงเลขที่ร้องทุกข์ NR99BU เมื่อวันที่ 7 ก.พ. 67 เจ้าหน้าที่ตอบกลับมาว่า ฝ่ายโยธา เขตบางเขน ส่งต่อไปยัง กรมทางหลวง

ปัจจุบันผู้ร้องแจ้งว่า ยังไม่ได้รับการแก้ไข แจ้งเรื่องเข้ามานานแล้ว ยังพบพื้นผิวถนนชำรุด ไม่เรียบเสมอกัน มีลักษณะเป็นคลื่น เช่นเดิม
ถนน: รามอินทรา
เขต: บางเขน
#1555",445,1,4,26,3,2024,100.61607,13.86348,12.46195016349537
2024-D4WAWA,unknown,บางแค,บางไผ่,กรุงเทพมหานคร,low,ไฟสาธารณะดับ เสาไม่มีเลข ริม ถ.นครลุงอยู่ก่อนเสา ท74 จุดสังเกตอยู่บริเวณโค้งก่อนถึง ซ.นครลุง17 ประมาณ 10 เมตร ถ.นครลุง เขตบางแค,127,1,12,25,6,2024,100.37805,13.73197,90.06795582402778
2024-LQGD6Q,noise,สะพานสูง,สะพานสูง,กรุงเทพมหานคร,mid,"มีกลุ่มบุคคลมาใช้สถานที่สวนสาธารณะใน ซอยนักกีฬาแหลมทอง 3 หมู่บ้านนักกีฬาแหลมทอง 
ความเดือดร้อนประกอบไปด้วย 
- เปิดเพลงเสียงดังเป็นเวลานานตั้งแต่เวลา 19.00 - 22.50 (แจ้งตำรวจในพื้นที่ตั้งแต่เวลา 22.00 เจ้าหน้าที่แจ้งว่าประสานประธารกรรมการหมู่บ้านนักกีฬาแหลมทองแล้ว ให้แจ้งผู้จัดงานให้ปิดเครื่องเสียงตามเวลายามวิกาล 
- ทำลายรั้ว เอารถเข้ามาในสนามกีฬา
- นำสุราเข้ามาในสวนสาธารณะ 
- สูบบุหรี่ในสวนสาธารณะ
- มีอื่น ๆ อีกมากมาย

จะมีการลงโทษผู้กระผิดอย่างไร ปีหน้าจะให้มีการจัดอีกไหม 

หากอ้างอิงตาม ประกาศคณะกรรมการสิ่งแวดล้อมแห่งชาติ ฉบับที่ 15 (พ.ศ. 2540) เรื่อง กำหนด มาตรฐานระดับเสียงโดยทั่วไป ออกโดยอาศัยอำนาจตามมาตรา 32(5) แห่งพระราชบัญญัติส่งเสริมและรักษา คุณภาพสิ่งแวดล้อม พ.ศ. 2535 มีการระบุเกี่ยวกับการใช้เสียงไว้ว่า

1.ค่าระดับเสียงเฉลี่ย 24 ชั่วโมง ไม่เกิน 70 เดซิเบล

2.ค่าระดับเสียงสูงสุด ไม่เกิน 115 เดซิเบลเอ



ส่วนกฎหมายเสียงรบกวนของประเทศไทยในปัจจุบัน สำหรับเสียงรบกวนยามวิกาล (22.00-06.00 น.) จะใช้เกณฑ์ความแตกต่างจากระดับเสียงพื้นฐาน ต้องไม่เกิน 10 เดซิเบลเอ



สำหรับโทษกรณีหากเพื่อนบ้าน หรือหน่วยงานใกล้เคียงในชุมชน ส่งเสียงดังรบกวนไม่ว่าจะเป็นการพูดคุย เปิดเพลง หรือสังสรรค์เสียงดังโดยไม่มีเหตุจำเป็น ถือเป็นความผิดตามประมวลกฎหมายอาญาในมาตราต่าง ๆ ดังนี้

- มาตรา 370 ผู้ใดส่งเสียง ทำให้เกิดเสียงหรือกระทำความอื้ออึงโดยไม่มีเหตุอันสมควร จนทำให้ประชาชนตกใจหรือเดือดร้อน ต้องระวางโทษปรับไม่เกิน 1,000 บาท

- มาตรา 397 ผู้ใดกระทำด้วยประการใดๆ ต่อผู้อื่น อันเป็นการรังแก ข่มเหง คุกคาม หรือกระทำให้ได้รับความอับอายหรือเดือดร้อนรำคาญ ต้องระวางโทษปรับไม่เกิน 5,000 บาท

ถ้าการกระทำความผิดตามวรรคหนึ่งเป็นการกระทำในที่สาธารณสถานหรือต่อหน้าธารกำนัลหรือเป็นการกระทำอันมีลักษณะส่อไปในทางที่จะล่วงเกินทางเพศ ต้องระวางโทษจำคุกไม่เกิน 1 เดือน หรือปรับไม่เกิน 10,000 บาท หรือทั้งจำทั้งปรับ

- มาตรา 90 เมื่อการกระทำใดอันเป็นกรรมเดียวเป็นความผิดต่อกฎหมายหลายบท ให้ใช้กฎหมายบทที่มีโทษหนักที่สุดลงโทษแก่ผู้กระทำความผิด



สรุป หากเพื่อนบ้านหรือสถานที่ใกล้เคียงทำเสียงดังจนทำให้เกิดความเดือดร้อนรำคาญ ก็สามารถแจ้งฟ้องได้ และเพื่อนบ้านอาจโดนปรับไม่เกิน 5 พันบาท หากเสียงดังต่อหน้าคนจำนวนมาก ก็อาจโดนโทษสูงสุดจำคุก 1 เดือน และปรับ 1 หมื่นบาท",2039,6,4,24,11,2024,100.69372,13.74222,28.791555815460676
2024-D7T3KN,road,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,high,"ทางม้าลายไม่ปลอดภัย

1. ขาดการทาสีทางม้าลาย สีแดง
2. ขาดทางลงลาดชันเพื่อให้รถเข็น ผู้พิการ",90,3,11,24,10,2024,100.53371,13.80551,12.46195016349537
2024-HAXPQ3,road,ดุสิต,ถนนนครไชยศรี,กรุงเทพมหานคร,high,ถนนนครไชยศรี จากสามเสนมุ่งหน้าร่วมจิตต์ มีวินจักรยานยนต์รับจ้างเอากรวยจราจรมากั้นเป็นพื้นที่จอดรถของวิน 2-3 จุดตลอดแนวถนน โดยจอดในลักษณะกีดขวางช่องทางจราจรฝั่งซ้ายซึ่งเป็นพื้นที่ขาวแดงและมีป้ายห้ามจอดตลอดแนวด้วย เคยแจ้งเจ้าหน้าที่ที่เกี่ยวข้องหลายรอบแล้ว แม้จะเคยมีการแจ้งลงพื้นที่ของเจ้าหน้าที่ตำรวจแล้ว แต่ก็ยังเห็นจอดกันปกติเหมือนเดิม,337,0,3,16,9,2024,100.51265,13.78494,12.46195016349537
TPZF6E,road,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,high,"ปัญหา: เดิมแจ้งเรื่อง บริเวณดังกล่าว พบกลุ่มวัยรุ่นมักมาจับกลุ่มซ้อมชกมวยเสียงดังรบกวน ประชาชนต้องการให้เจ้าหน้าที่เข้ามาล้อมรั้ว ในช่วงเวลาตั้งแต่ 19.00 น. เป็นต้นไป โดยกลุ่มผู้ชกมวยจะมาเป็นบางวัน 
และต้องการให้ล้อมรั้วบ่อพักทั้งทางซ้ายและทางขวา ความกว้าง 4*4 เมตร สูง 70 เซนติเมตร เพื่อไม่ให้กลุ่มเยาวชนสามารถใช้เป็นที่ชกมวยได้

อ้างอิงเลขที่รับแจ้ง DXVUWY เจ้าหน้าที่ตอบกลับมาเมื่อวันที่ 26 ส.ค. 67 กำลังดำเนินการในส่วนที่เกี่ยวข้อง

ผู้ร้องแจ้งว่า ปัญหายังไม่ได้รับการแก้ไข ยังคงมีการรวมตัวของกลุ่มวัยรุ่น ผุ้ค้าของเก่า และเด็กนักเรียนหลังเลิกเรียนเข้ามาเล่นฟุตบอลและปาขวดเบียร์ใส่บ้านประชาชนเสียงดังรบกวน จึงยังต้องการให้มีการล้อมรั้วตามที่เคยได้แจ้งไว้ก่อนหน้านี้
ถนน: เสนานิคม 1
จุดสังเกต: บริเวณใต้สะพานวังหิน ริมคลองลาดพร้าว  หน้าฉัตรสาครอพาร์ทเม้นท์
เขต: ลาดพร้าว
#1555",780,4,10,20,12,2024,100.59031,13.8321,12.46195016349537
2024-3KF2BE,road,บางคอแหลม,บางโคล่,กรุงเทพมหานคร,high,"รถบรรทุกเกิน 10 ล้อป้ายทะเบียน 70-8599 ราชบุรี
ฝ่าฝืนขับขึ้นสะพานข้ามแยก (22/11/24 เวลา 22.06 น.)

น่าจะเป็นความผิดตามกฎหมายว่าด้วยจราจรทางบก รบกวนดำเนินการปรับด้วยครับ และทำให้สะพานขำรุดไวกว่าเวลาอันสมควร  โปรดดำเนินการอย่างเคร่งครัดด้วยครับ",242,4,15,22,11,2024,100.51947,13.6864,12.46195016349537
2024-EMVQTK,road,บางซื่อ,วงศ์สว่าง,กรุงเทพมหานคร,high,ทางเท้าใต้สะพานตรงข้ามห้างบ้๊กซี วงศ์สว่าง เป็นหลุมใหญ่มาก,58,0,12,8,1,2024,100.52778,13.82772,12.46195016349537
2025-GA98XL,road,ดุสิต,ถนนนครไชยศรี,กรุงเทพมหานคร,high,"เวลา 23.00 น. บริษัทรับเหมา อ้างว่าต้องมาเจาะถนน วางแนวท่อประปา ที่ถนนสามเสน ใกล้ปากซอยสามเสน28
ซึ่งมีทั้งเสียงเจาะที่ดังสนั่นและฝุ่นควัน กระทบ ชาวบ้านประชาชน ซึ่งเป็นเวลานอน",174,3,16,9,1,2025,100.51579,13.79047,12.46195016349537
2024-C9D3C6,road,บางเขน,อนุสาวรีย์,กรุงเทพมหานคร,high,ฟุตบาทที่เป็นทางเดินของผู้พิการทางสายตาเละกระดกขึ้นมาเยอะมากเลยครับกลัวจะเป็นอันตรายนะครับ,90,6,12,24,11,2024,100.5974,13.87513,12.46195016349537
2024-ADFQ2R,road,ห้วยขวาง,บางกะปิ,กรุงเทพมหานคร,high,ไฟจราจรชำรุด,12,1,5,16,1,2024,100.56916,13.75212,12.46195016349537
2025-FFRWDE,noise,จตุจักร,จันทรเกษม,กรุงเทพมหานคร,mid,ปัญหาเดอมตามที่เคยแจ้งไป และเจ้าหน้าที่ได้เปิดเคสไปหลายครั้ง แต่ปัญหายังคงเกิดขึ้น มีทั้งเจ้าหน้าที่เทศกิจ ตำรวจมาหลายครั้งแต่คนในบ้านยังทำพฤติกรรมเช่นเดิม เสียงดัง มั่วสุม มีการสูบบุหรี่ไฟฟ้าแบบเห็นได้ชัด เหมือนเป็นการทำตัวเย้ยกฎหมายและเจ้าหน้าที่ ปัญหาเสียงดังมั่วสุมเกิดต่อเนื่องมาเป็นเดือน ไม่ได้รับการแก้ไขเลย ปิดเคไปกี่ครั้งๆก็เหมือนเดิม (ตามรูปแนบ) อยากให้แก้ปัญหาอย่างจริงจัง เพราะที่ผ่านๆมาเหมือนเจ้าหน้าที่มาแฉยๆ สอบถาม 2-3 ประโยคถ่ายรูป ปิดเคส จบงาน ก็กลับไป เคสนี้บ่งบอกได้ถึงความไม่มีจิตสำนึกของคนก่อเหตุได้ชัดมาก และทำให้ภาพลักษ์ของเจ้าหน้าที่ที่มาทำานเสียไปด้วย เพราะคนก่อเหตุไม่เกรงกลัวใดๆ ยังทำพฤติกรรมเเดิมๆและทำเสียงดังมั่วสุม เยาะเย้ยเจ้าหน้าที่หนักขึ้น,673,6,6,12,1,2025,100.58326,13.82299,28.791555815460676
2025-4FYF2M,road,สะพานสูง,สะพานสูง,กรุงเทพมหานคร,high,มีรถบรรทุก 6 ล้อคาดว่าน่าจะเป็นของลูกบ้านในหมู่บ้านพลีโน่ พระราม9-กรุงเทพกรีฑา2 จะมาจอดที่ถนนหน้าหมู่บ้านเป็นประจำ เนื่องจากตอนนี้ถนนยกเป็นพื้นที่สาธารณะไปแล้วคิดว่าไม่สมควรมาจอดในจุดนี้อีกแล้ว พอจะเป็นไปได้ไหมที่จะเสนอให้เจ้าของรถไปหาเช่าที่จอดรถให้เป็นเรื่องเป็นราวแทนที่จะมาจอดแปะบนถนนที่เป็นที่สาธารณะไปแล้ว รวมถึงรถเล็กที่ชอบมาจอดหน้าหมู่บ้านด้วยครับ,355,6,5,5,1,2025,100.70612,13.74594,12.46195016349537
